DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,LICENSE DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
REFUGE LIVE,416 S CLARK ST 1,CHICAGO,IL,60605,Tavern,41.87651205,-87.63088559,"(41.876512045011864, -87.63088558684476)"
CASTLE,632 N DEARBORN ST 2ND,CHICAGO,IL,60654,Tavern,41.89335935,-87.62984515,"(41.89335935419248, -87.62984514678733)"
Cork And Kerry,10612-10614 S WESTERN AVE 1,CHICAGO,IL,60643,Tavern,41.70047177,-87.68157929,"(41.70047177429385, -87.6815792920862)"
PRESIDENTS' LOUNGE,653 E 75TH ST 1ST,CHICAGO,IL,60619,Tavern,41.75842366,-87.60815059,"(41.75842365922288, -87.60815059091242)"
BERNIE'S,"3664 N CLARK ST 1, 2 ",CHICAGO,IL,60613,Tavern,,,
MERCADITO CHICAGO,108-110 W KINZIE ST,CHICAGO,IL,60654,Tavern,41.88931602,-87.63148774,"(41.88931602352444, -87.63148774072847)"
THE TAVERN,1958 W NORTH AVE  1,CHICAGO,IL,60622,Tavern,41.91058513,-87.67753277,"(41.91058512655577, -87.67753276477028)"
LAS FUENTES,2558 N HALSTED ST,CHICAGO,IL,60614,Tavern,41.92903541,-87.64903393,"(41.9290354100918, -87.64903392789199)"
UPTOWN LOUNGE,1136-1140 W LAWRENCE AVE 1,CHICAGO,IL,60640,Tavern,41.96914479,-87.65910172,"(41.969144793495026, -87.65910171892875)"
EXIT,1315 W NORTH AVE 1-2,CHICAGO,IL,60622,Tavern,41.91061262,-87.66112181,"(41.910612624005275, -87.66112181251876)"
Doris 115 Club,137-139 W 115TH ST,CHICAGO,IL,60628,Tavern,41.68516465,-87.62683797,"(41.685164649705676, -87.62683796466803)"
DINO'S WEST,7014 W HIGGINS AVE  1,CHICAGO,IL,60656,Tavern,41.9803611,-87.80297529,"(41.980361098476436, -87.80297529091109)"
BRINDILLE,534 N CLARK ST 1,CHICAGO,IL,60654,Tavern,41.89182683,-87.63127921,"(41.89182682768055, -87.63127921038205)"
FACADES,11601 W TOUHY AVE  CONCO,CHICAGO,IL,60666,Tavern,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)"
STOUT BARREL HOUSE AND KITCHEN,"642-644 N CLARK ST 1ST, 2ND ",CHICAGO,IL,60654,Tavern,,,
"""M"" BAR",151 N MICHIGAN AVE LL C-16,CHICAGO,IL,60601,Tavern,41.88454011,-87.62430852,"(41.88454011059238, -87.62430852246028)"
O'ROURKE'S OFFICE,11064-11066 S WESTERN AVE,CHICAGO,IL,60643,Tavern,41.69199952,-87.68130805,"(41.69199951857536, -87.68130804565848)"
THE WOODLAWN TAP,1168 -1172 E 55TH ST  1ST,CHICAGO,IL,60616,Tavern,41.79517303,-87.59685084,"(41.79517302761119, -87.59685083960005)"
GOLD STAR BAR INC,1755 W DIVISION ST 1ST,CHICAGO,IL,60622,Tavern,41.90316248,-87.67206505,"(41.90316247857588, -87.67206504456847)"
KELLY'S TAVERN,4403 S WALLACE ST 1ST,CHICAGO,IL,60609,Tavern,41.81432612,-87.64066844,"(41.81432611672509, -87.64066843784394)"
THE FRANKLIN TAP,325 S FRANKLIN ST FIRST FLOOR,CHICAGO,IL,60606,Tavern,41.87748908,-87.63504471,"(41.87748907498243, -87.63504470794305)"
MAGNUM'S/WHITE STAR,223-225 W ONTARIO ST 1 2,CHICAGO,IL,60654,Tavern,41.89306378,-87.63511343,"(41.893063784377034, -87.63511342609776)"
RESTAURANTE ALANIS LTD,4153 W 26TH ST 1ST #,CHICAGO,IL,60623,Tavern,41.84408107,-87.72907469,"(41.84408106968191, -87.72907469267422)"
TAC'S COCKTAIL LOUNGE,5114 S PRAIRIE AVE 1ST,CHICAGO,IL,60615,Tavern,41.80156634,-87.61953994,"(41.801566341051846, -87.61953994048041)"
CLUB KARLOV,4058 W 47TH ST 1ST FRONT,CHICAGO,IL,60632,Tavern,41.80795154,-87.72597326,"(41.80795154367531, -87.72597325588606)"
SOUND-BAR,226 W ONTARIO ST,CHICAGO,IL,60654,Tavern,41.89328078,-87.63528842,"(41.89328077794026, -87.63528842226238)"
THE PONY INN,1638 W BELMONT AVE 1 & 2,CHICAGO,IL,60657,Tavern,41.93978495,-87.67022032,"(41.939784949082046, -87.67022031784894)"
BLUE CHICAGO,536 N CLARK ST 1ST,CHICAGO,IL,60610,Tavern,41.89188767,-87.63128078,"(41.89188767439628, -87.63128077636969)"
EMPORIUM ARCADE BAR,1366-1368 N MILWAUKEE AVE,CHICAGO,IL,60622,Tavern,41.90654325,-87.67169263,"(41.90654324873866, -87.67169262954617)"
DETENTION,9 W DIVISION ST  1,CHICAGO,IL,60610,Tavern,41.90382531,-87.62907639,"(41.9038253091784, -87.62907638861904)"
JACKHAMMER,6406 N CLARK ST 1 & BSMT,CHICAGO,IL,60626,Tavern,41.9982574,-87.67080931,"(41.998257403757584, -87.67080930600724)"
TOON'S BAR & GRILL,3857 N SOUTHPORT AVE  1,CHICAGO,IL,60613,Tavern,41.95240164,-87.66401827,"(41.95240164062764, -87.66401827319031)"
RAGTYME II,10906 S TORRENCE AVE 1ST,CHICAGO,IL,60617,Tavern,41.69747039,-87.55967727,"(41.69747038580615, -87.55967727227338)"
THE CONTINENTAL LOUNGE,2801 W CHICAGO AVE 1&2,CHICAGO,IL,60622,Tavern,41.89554371,-87.69676464,"(41.895543708081156, -87.69676464023073)"
"MARK II, LTD",7436-7442 N WESTERN AVE 1ST,CHICAGO,IL,60645,Tavern,42.01696101,-87.69034725,"(42.016961012809865, -87.69034725403856)"
MULLENS ON CLARK,3527 N CLARK ST,CHICAGO,IL,60657,Tavern,41.94640883,-87.65570669,"(41.946408833591605, -87.65570669064996)"
New Polonia Club Inc.,6101-6103 W BELMONT AVE,CHICAGO,IL,60634,Tavern,41.93830438,-87.77876303,"(41.93830438210933, -87.7787630255598)"
TRANSIT,1431 W LAKE ST MEZZ,CHICAGO,IL,60607,Tavern,41.88528666,-87.66343138,"(41.88528665773097, -87.66343137939039)"
PIPPIN'S TAVERN,806 N RUSH ST 1ST,CHICAGO,IL,60611,Tavern,41.89692693,-87.62585796,"(41.896926926058576, -87.62585795579281)"
RICOCHETS,4644 N LINCOLN AVE 1ST,CHICAGO,IL,60625,Tavern,41.96600613,-87.68700621,"(41.96600612838032, -87.68700620545464)"
"TOM'S TAP, INC.",6707 W ARCHER AVE 1,CHICAGO,IL,60638,Tavern,41.79208708,-87.78944302,"(41.792087082447814, -87.78944301673195)"
BUDDY GUY'S LEGENDS,700 S WABASH AVE 1 & 2,CHICAGO,IL,60605,Tavern,41.87305962,-87.62611159,"(41.87305961703914, -87.62611158755108)"
RICKY G'S,7121 N WESTERN AVE,CHICAGO,IL,60645,Tavern,42.01165518,-87.69008786,"(42.01165518184236, -87.69008786406833)"
SCOFFLAW,3201-3203 W ARMITAGE AVE 1ST,CHICAGO,IL,60647,Tavern,41.9172915,-87.7070516,"(41.91729149564559, -87.70705160149535)"
THE THATCH,5707 N MILWAUKEE AVE 1ST,CHICAGO,IL,60646,Tavern,41.98528555,-87.77633588,"(41.98528554629534, -87.77633587771386)"
FUNKY BUDDHA LOUNGE,724-728 W GRAND AVE 1,CHICAGO,IL,60654,Tavern,41.89130366,-87.64688998,"(41.891303656116705, -87.6468899813784)"
THE SMART BAR,3730 N CLARK ST BASEMENT,CHICAGO,IL,60613,Tavern,41.94987958,-87.65884298,"(41.94987957621978, -87.6588429827861)"
JEFFERSON TAP AND GRILLE AND THE LOFT,323-325 N JEFFERSON ST 1,CHICAGO,IL,60661,Tavern,41.88753166,-87.64267793,"(41.88753165653888, -87.64267793249394)"
JAZZ BAR,11601 W TOUHY AVE  CONCO,CHICAGO,IL,60666,Tavern,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)"
TRANSIT,1431 W LAKE ST EAST,CHICAGO,IL,60607,Tavern,41.88528666,-87.66343138,"(41.88528665773097, -87.66343137939039)"
OHM,1954-1958 W NORTH AVE 2ND,CHICAGO,IL,60622,Tavern,41.91059435,-87.67732926,"(41.910594346670926, -87.67732926334)"
LELAND INN INC.,4662-4664 N WESTERN AVE 1ST,CHICAGO,IL,60625,Tavern,41.96660251,-87.68899049,"(41.96660250638635, -87.68899049371181)"
Fischman Liquors,4776 N MILWAUKEE AVE,CHICAGO,IL,60630,Tavern,41.96741588,-87.76052297,"(41.96741588238139, -87.76052296815097)"
MURPHY'S BLEACHERS,3649 N SHEFFIELD AVE GROUND REAR,CHICAGO,IL,60613,Tavern,41.94867682,-87.65422576,"(41.94867681926178, -87.65422576398149)"
MINIBAR MEAT,3339-3341 N HALSTED ST 1 & LOWER LEVEL,CHICAGO,IL,60657,Tavern,41.94294442,-87.64921418,"(41.942944417448885, -87.6492141781926)"
TAVERNA 750,750 W CORNELIA AVE  1,CHICAGO,IL,60657,Tavern,41.94555069,-87.64904996,"(41.94555069309664, -87.6490499606871)"
JEFFERSON TAP AND GRILLE AND THE LOFT,323-325 N JEFFERSON ST 1,CHICAGO,IL,60661,Tavern,41.88753166,-87.64267793,"(41.88753165653888, -87.64267793249394)"
COBRA LOUNGE / ALL RISE BREWING CO.,235 N ASHLAND AVE 1,CHICAGO,IL,60607,Tavern,41.88649138,-87.66686458,"(41.88649138251822, -87.6668645750203)"
HOPLEAF BAR,"5146-5148 N CLARK ST 1,2 ",CHICAGO,IL,60640,Tavern,,,
TIMOTHY O'TOOLES,610-622 N FAIRBANKS CT  BKRM,CHICAGO,IL,60611,Tavern,41.89299987,-87.62041435,"(41.89299986806687, -87.62041435195162)"
EPIC,"112-114 W HUBBARD ST 1,2,3 ",CHICAGO,IL,60654,Tavern,,,
EVILOLIVE,1551 W DIVISION ST 1ST & MEZZANINE,CHICAGO,IL,60642,Tavern,41.90324135,-87.66713779,"(41.90324134693906, -87.66713778924411)"
THE JUNCTION CHICAGO,225 S CANAL ST MEZZANINE 3,CHICAGO,IL,60606,Tavern,41.87853128,-87.63942746,"(41.878531278353606, -87.63942745962717)"
Maddanthony's Bar & Grill /Lacoco's Pizza & Pasta,3344-3352 W 47TH ST,CHICAGO,IL,60632,Tavern,41.80817609,-87.7082516,"(41.80817609033046, -87.70825160442028)"
STEREO NIGHT CLUB,5616-5622 W DIVERSEY AVE,CHICAGO,IL,60639,Tavern,41.93137409,-87.76703856,"(41.931374091845875, -87.76703855660186)"
BRENDAN'S PUB / LOWER BROADWAY,"3169 N BROADWAY  1, LL ",CHICAGO,IL,60657,Tavern,,,
THE GLENWOOD,6958-6962 N GLENWOOD AVE 1,CHICAGO,IL,60626,Tavern,42.0084496,-87.66634139,"(42.00844959951811, -87.6663413916053)"
SPORTS CORNER,952-956 W ADDISON ST,CHICAGO,IL,60613,Tavern,41.9473594,-87.65401931,"(41.947359400317886, -87.65401931422167)"
JOE'S BAR,940 W WEED ST 1ST&MEZZ,CHICAGO,IL,60642,Tavern,41.90989553,-87.65277244,"(41.9098955303975, -87.65277243899028)"
JEREMY LANIGANS,3119 -3123 W 111TH ST 1ST,CHICAGO,IL,60655,Tavern,41.69147669,-87.69921048,"(41.69147668957545, -87.69921047840656)"
UNION LEAGUE CLUB OF CHICAGO,65 W JACKSON BLVD  2ND.,CHICAGO,IL,60604,Tavern,41.87804565,-87.6301368,"(41.878045653481664, -87.6301367989615)"
KAISER TIGER,1415 W RANDOLPH ST 1&2,CHICAGO,IL,60607,Tavern,41.88404873,-87.66305613,"(41.884048725151324, -87.66305613344618)"
SPIN,3200-3210 N HALSTED ST 1 & BSMT 1 & L,CHICAGO,IL,60657,Tavern,41.94003278,-87.64941521,"(41.940032781060296, -87.64941521112496)"
HYDRATE & ELIXIR,3452-3458 N HALSTED ST,CHICAGO,IL,60657,Tavern,41.94521917,-87.64956864,"(41.94521917152393, -87.6495686413456)"
CHICAGO DOWNTOWN MARRIOTT,540 N MICHIGAN AVE LBBY,CHICAGO,IL,60611,Tavern,41.89214078,-87.62431278,"(41.892140783720365, -87.62431278442189)"
BINNY'S,1132 S JEFFERSON ST,CHICAGO,IL,60607,Tavern,41.86795123,-87.64236163,"(41.86795122941471, -87.64236163228834)"
SHERATON HOTEL/TOWERS,301 E NORTH WATER ST  LOBBY,CHICAGO,IL,60611,Tavern,41.88945828,-87.62036838,"(41.88945828010943, -87.62036837642913)"
SIDETRACK,3345-3355 N HALSTED ST 1ST & 2ND,CHICAGO,IL,60657,Tavern,41.9431326,-87.64921767,"(41.94313259451181, -87.64921766458053)"
CUBBY BEAR LOUNGE LTD,1059-1065 W ADDISON ST 1-2,CHICAGO,IL,60613,Tavern,41.94708534,-87.65663784,"(41.947085343828114, -87.65663783493278)"
MACARONI GRILL,11601 W TOUHY AVE # TERMI,CHICAGO,IL,60666,Tavern,42.0085364,-87.91442844,"(42.008536400868735, -87.91442843927047)"
